id,Content,Time,Category_1,Category_2,Category_3,Category_4,Category_5,Category_6,Category_7,Category_8,Category_9,Category_10,Category_11
R_5sRv5bS6yRrO9W5,I only work weekends 2-16 hr. shifts from 5 am-9 pm so can't use any other mode of transportation. ,10/14/13,,,,,,,,,,,Other
R_a3ojCO1mNxeavgF,"I referred a colleague to the commute club and never received my bonus. If you have that program, it should be followed through.",10/14/13,,,,Commute Club,,,,,,,
R_eMcB72BtyrrXzhj,See previous comment on parking,10/14/13,,,,,Parking,,,,,,
R_3lVSNl0nLH2bAgt,love the online ordering system,10/14/13,,,,,,,,,P&TS website and/or online ordering system,,
R_eKv2Kimsw0wpHOR,My 15-20 minute commute by car would take over 40 minutes by bus & include at least 2 different buses & a significant walk from the final drop off point to my workplace. Just not worth it... :-(  If it was more convenient & took less time I would definitely consider taking the bus (VTA or Marguerite),10/14/13,,Marguerite,Other transit,,,,Walking,,,,
R_dm7aFH4pslHBdzv,Thank you for ALL you do!!,10/14/13,,,,,,,,,,,
R_1S76jxNhaLZNlXL,"Commuter parking should have exclusive access to the upper levels of Parking Lot 6. Student cars that are parked there endlessly without being used force employees to drive to levels 3 and 4 - waste of time, waste of gas, extra pollution.",10/14/13,Bike,,,,Parking,,,,,,
R_aeOMByELgs4huND,Let faculty working under 20 hours per week (this is my situation) get a Go Pass.,10/14/13,,,,,,,,,,,Other
R_7QKm8Y90idE9Cap,"If Stanford were serious about encouraging students to commute via Caltrain, they would provide GO Passes or at least a subsidized monthly pass for graduate students. Caltrain is obviously more expensive than it should be, and frankly too expensive to make it an intelligent choice over driving. Encouraging more students to take Caltrain would have both a positive environmental impact and would also reduce traffic and parking congestion on campus.",10/14/13,,,,,,,,,,,
R_88I9WYv3277BjTL,I work at SLAC but have many responsibilities on the main campus. Typically I park my car at SLAC.  I find the Marguerite essential as a link to campus.,10/14/13,,Marguerite,,,,,,,,,
R_eaKQXNmAbf7KLiZ,"CHANGE HUGE MARGUERITE BUSES TO SMALLER, MANAGEABLE BUSES --- you can add more on the road - a couple of times when we wait for Marguerite, we had to wait for the next on schedule & gets us late to work!!",10/14/13,,Marguerite,,,,,,,,,
R_8qUNDDdAGbqCrhr,"I was not aware that the Eco Pass was being offered again - I live in Santa Clara near the Cal Train station, and would consider using Cal Train if available - especially if I combined it with an e-bike, folding bike, or ? to make the Marguerite connection to campus more useful.",10/14/13,Bike,Marguerite,,,Parking,,,,,,
R_9XK2B4A0KNMr3zD,I think it would be nice to to a proper bike fitting ,10/14/13,Bike,Marguerite,,,,,,,,,
R_9Hwx7VyfihNuhNj,"There's a shower on the floor where I work (MSOB), but it's small, often dirty, and has no ventilation.  The supply of hot water is also quite dodgy, which highly discourages me from commuting by bicycle.  There's nothing worse than getting to work cold and sweaty from a bike ride to discover that there's no hot water.",10/14/13,Bike,,,,,,,,,,
R_7TE7PhIzGXseC2N,"work night shift, parking is a problem. / staff parking at the garage, getting out in the morning takes long time.  / Lot of us have to get home asap to drop kids to school. Its a nightmare exiting.",10/14/13,,,,,Parking,,,,,,
R_5j3Y4WjAvg0BWId,I am concerned about getting late in the morning especially with our new bus driver at 6:52 am. I wish he comes a bit early so he can leave right on time or leave as soon as the bus is full. It takes a while for 50 people to get in the bus. We were late 2 days in a row on 3/18 and 3/19. We would appreciate it if he comes a bit early to let us in especially in a cold winter morning. Thanks.,10/14/13,,Marguerite,,,,,,,,,
R_41R3HGhcBaW03qZ,"It would be nice to be pickup early morning from Tracy, Livermore or even Pleasanton rather than drive all the way into Fremont with a drop-off on Embarcadero Tech Center.  The train cost is too high even with a Stanford discount.",10/14/13,,,Other transit,,,,,,,,
R_23RIN0PslcC9tkh,Would LOVE to bike or walk to work but don't because of lack of showers close to my office. Every new office building should have showers. ,10/14/13,Bike,,,,,,Walking,,,,
R_9o6bykmanRMRmL3,Please add a Marguerite stop at the Dish!,10/14/13,,Marguerite,,,,,,,,,
R_3ZWIyK9mEts3Pmd,can you also extend the extra DB or Marguerite  route after 8 PM on weekedays.,10/14/13,,Marguerite,,,,,,,,,
R_bJAOuLR4gDswE2V,You guys do a great job!  Keep it up.  ,10/14/13,Bike,,,,,,,,,,
R_8C99HLZdKr75yMB,Could be interesting to have marguerite or something available near Palo Alto exits from the highway (,10/14/13,,,,,,,,,,,Other
R_41kw9i0qipdRAtn,Please stop university vehicles from taking carpool spots. This is a joke when they're all taken by vehicles that should park 20 feet away in a service vehicle spot.,10/14/13,,,,,,,,Carpooling/Vanpooling,,,
R_5oS2u5ypsC4Kn9r,Overall the programs at Stanford to encourage you to commute to work are great!,10/14/13,,,,,,,,,,,Other
R_8p45Mw4zj6GEJYp,"Occasionally the Palm Drive shuttle is late arriving at the Campus Oval. The other day the driver of the 4:20 shuttle waited until everyone had boarded before announcing that a second shuttle, which had pulled up behind him, was the 4:10, which is what most of us were waiting for. Overall, though, Marguerite is reliable, and  I really appreciate Stanford offering the Go Pass! ",10/14/13,,Marguerite,,,,,,,,,
R_9tPPKlLJqW8RYDX,"Unfortunately, because my office is at 770 Welch Rd I no longer qualify for the  Financial incentive of Clean Air Cash.   I see alot of people parking at 770 Welch illegally, and because they abuse the system other honest people like myself get punished in the process.",10/14/13,,,,,,,,,,,Other
R_6tbx7K8Ht27xwUZ,"I think it more people would take public transportation to porter drive (or other off campus locations) if they could still enroll in the commute club. Possibly find a way to track if the person actual took the train/bus. I also think there should be more shuttles (4:55, 5:05) from Porter Drive to the PA train station. Thanks for the time to look at my survey! ",10/14/13,,Marguerite,,Commute Club,,,,,,,
R_6G1oo1Kcru4UzSl,"lower cost for vanpool services, and loaner bikes around the hospital campus. ",10/14/13,,,,,,,,,,,
R_2o6IasRIcaZDKtv,"Using public commute options takes WAY too long to be useful.  It would take 1.5-2 hrs each way for us to use public transport.  Bart should have gone to the peninsula, but doesn't.  Our carpool commute is becoming harder and harder.  It used to take only 1 hr to work, and 1.3 hrs home.  Now it takes 1.25 hrs to work and 1.50-1.75 hrs home.   We also have a 10 minute walk from our car to the office.  Being able to park closer to our buildings would save 20 minutes a day for the 2 of us.   Less traffic through Palo Alto would also help, but that doesn't seem possible.   The commute is very frustrating for us...",10/14/13,,,,,Parking,,,,,,Other
R_9FQULtJ4OXUY8q9,"U line is terrible / Too far apart departures / If you work till 4 / Bus comes at 4:30 / Tajes 2 hours to get home / Really?? / Make 4:15,4:45,5:15,5;45 bus / Every 15 minutes adds at least 30 additional minutes commute / ",10/14/13,,,Other transit,,,,,,,,
R_cXU45MgwgYZ6bZz,increase number of bike stands around the Cancer Center,10/14/13,,,,,,,,,,,
R_0Jpcw4k2N4gFtSR,"Please continue providing the free CalTrain and VTA passes - they are an amazing perk and a great contribution to families, health and the environment in general.  Also, the Commute Club is a great incentive we would hate to see it stop being available.  thank you!",10/14/13,Bike,,,Commute Club,,,,,,,
R_3xUHp6zIAMNaSYl,I work at the Palo Alto and Menlo Park VA sites.  I take the shuttle to the Palo Alto VA which is helpful.  Any chance that there will be a shuttle to the Menlo Park VA?  I would use a bike however the car traffic especially on Willow Road doesn't seem that safe.,10/14/13,Bike,Marguerite,,,,,,,,,
R_d1gO0lSVdVwraGp,"The Marguerite has been extremely inconsistent since fall 2013. Often it is late by 5+ minutes which causes missed transfers to CalTrain or forces a run to catch it. Having recently had foot surgery, running is a problem. I know that some things are beyond control, but this was not a problem in the past.",10/14/13,,Marguerite,,,,,,,,,
R_5sQe24J8ExUCKyh,I would prefer a dumbarton express bus that would leave from Arden Wood Deer Creek Newark Park and Ride area at 5:50 instead of 6:04 so that we could reach work on time. Most of the time this bus is arrives late to the Stanford Hospital.,10/14/13,,,Other transit,,,,,,,,
R_bNRvN8TdOTGhpvn,"I have been looking out for commute options for the past two years and there are no viable options for me. I live in Hayward and work 3 7am-7:30pm shifts on varying days each week. I have tried carpooling with a coworker who lives near me, but our days dont always coincide and she has childcare issues that make carpooling with her less convenient for me (stopping  to pick up children on the way home from work). / I would welcome a public transit option for my commute to and from work.",10/14/13,,,Other transit,,,,,Carpooling/Vanpooling,,,
R_eyuFaZpDtRJMlTv,Add a shuttle at redwood city Stanford Medicine that will arrive at caltrain before the 3:55 train,10/14/13,,Marguerite,Other transit,,,,,,,,
R_ai1WiQpyDsIl5w9,"The commute options from the East Bay are extremely limited. You can only take the ULine from fremont Ardenwood park & ride if you get there before 6:30am, otherwise no parking is available. I've also heard that the paid spots are booked up -- leaving me no option but to drive every day. My commute is 15 miles, but it takes an hour -- please work on solutions for people coming from the East Bay!!",10/14/13,,,Other transit,,,,,,,,Other
R_6Pt7DcQtrgFAiy1,I used to ride to the Alumni Center on my bike and loved working on campus. My office is now on Porter Drive and the ride is too far for me to do. I'd be on my bike if MCD moved onto campus. ,10/14/13,,,,,,,,,,,Other
R_eR8TK6tGLCboJeJ,"The Margarita buses are almost always empty! And biking behind them is awful, because the exhaust smell that stinks...! For 90 years employees walked from the train station to their work!  Now a mass of obese people waits for the buses to and from the train station... Most of the time, however, the buses are empty and the size of the new buses is gigantic! This is inefficient, expensive and bad for people's health! Walking is GOOD to maintain health! and to decrease Obesity, Diabetes, Heart disease, etc",10/14/13,,Marguerite,,,,,Walking,,,,
R_2oEmrsyaqfVPxWd,Thank you for adding the DB express to the schedule arriving and departing from the oval.  It gives more flexibility in schedule.  / ,10/14/13,,,Other transit,,,,,,,,
R_1zD3lsmstfV8mtD,The vanpool from Santa Cruz is great. Thanks for supporting it.,10/14/13,,,,,,,,Carpooling/Vanpooling,,,
R_3DDsQBkdTWJeUcd,"Nice program but won't be able to use it much. / Can't find any parkings at Ardenwood Park & Ride, need to park at other shopping mall close by. 7-9 mins walk but often receive parking warning.  Very frustrated",10/14/13,,,Other transit,,Parking,,,,,,
R_d5YJl6MNev8dW4t,The Shuttles are often late,10/14/13,,Marguerite,,,,,,,,,
R_d71Ww6Bru1VOOPP,"Zip cars for fractions of an hour (with less cost) or on a credit system would be appreciated for short cross-campus trips, as Marguerite is not direct / Or fast enough.",10/14/13,,,Other transit,,,,,Carpooling/Vanpooling,,,Other
R_0qdfi0Kiw4ilOuN,"I commute about 32 miles round-trip with my preschool child, and  I need to be able to get to my older daughter's school 16 miles away within 30 minutes if the school calls for an urgent pick-up (e.g., daughter suddenly ill or hurt).   Meeting those needs is not feasible by biking, walking, or using a bus or train.",10/14/13,,,,,,,,,,,Other
R_4SWwIrfouj4jyRf,Please provide passes for samTrans buses!,10/14/13,,,Other transit,,,,,,,,
R_9B8iX5IOIOj7e17,1. Working unit should provide bikes for campus visiting from off-site office.   / 2. Suggestions to VTA providing more bus schedule rather than  twice in the morning and afternoon.    ,10/14/13,,,,,,,,,,,
R_2aRj3YgBq2ZWg97,"The parking situation has continually gotten worse over the past 18 months or so and is the most frustrating part about comnig to work and Stanford continues to close down lots and add new buildings, further adding to the parking fiasco. For the money that I pay for 'A' parking I'm not walking a mile or more just to get to my car, versus the single block I walked before the closure of all these lots. This lowers morale and contributes to the general unhappiness in the workplace.",10/14/13,,,,,Parking,,,,,,
R_ehXN04SCG26q9y5,"Ok, I have been bike commuting for 20 years. I have appointments at SLAC and on campus, I teach 3 quarters a year. I really wish you would let someone like me get the go pass, VTA pass, etc. I don't think it is fair, I'm reducing traffic in menlo park and around the campus.",10/14/13,,,,Commute Club,,,,,,,
R_2tppVsjLaEdVyjb,I would suggest offering free parking at SLAC so that folks could then take the Marguerite to campus.,10/14/13,,Marguerite,,,Parking,,,,,,
R_5BZUaVyqzCacsap,The U bus is getting over to the Walnut St. Parking lot way too late for the evening commute. It used to get to the lot at  6:30 P.M.. Now it is consistantly late and arriving much later. I am considering going back to my car commute. The U Bus comes 5 minutes earlier at 5:25 but that is not helping much.  It needs to leave from the Oval at 5:15PM to arrive at the Walnur St. Parking Lot at the time of 6:30PM. The traffic has increased consideralbly.  Please change the evening departure time from the Oval.,10/14/13,,,Other transit,Commute Club,,,,,,,
R_bJY61yYSWi2teiF,"Informing all drivers of the Ardenwood Express line that it is okay to use the Willow Road loop detour when there is a long line at the Willow Road East exit. Also using the carpool lane to go back to campus with a full load is okay.  It would also be nice if the Marguerite bus could consistently come before the U bus as many of us who get off at Ardenwood Park and Ride subscribe to the policy of 'take the first one you see' [unless we see the Ardenwood Express Marguerite coming], this results in an overcrowded U bus and a relatively empty Marguerite bus.",10/14/13,,Marguerite,,,,,,,,,
R_0vJJRtGNR5hIjl3,NA,10/14/13,,,,,,,,,,,
R_cIug2Q6XDwGl0cl,Would switch to public transit entirely if it were more easily accessible from home.,10/14/13,,,Other transit,,,,,,,,Other
R_0jsoWe5UudSu5MN,I would love to see the caltrain go pass for graduate students. ,10/14/13,,,Other transit,,,,,,,,
R_5pAYsHltTAUllKB,I found it difficult to answer the question about primary mode of transportation b/c I take the train to work (for a 20 minute walk) and the bus home (four blocks).,10/14/13,,,,,,,,,,Survey/s,
R_3k0tUHjjWgmAvPv,"Publicize more widely the Commute Buddy program.  I happened to find this by accident via another link, and have now signed up.  This is an excellent initiative for facilitating new commuters to try alternative modes of commuting.  Please also note that for this program, there are those of us (such as myself) who live very close to campus (hence few matches for queries) but who are long-time veterans and advocates for public transit and bike routes, and who are extremely familiar with many routes up and down the peninsula.",10/14/13,Bike,Marguerite,Other transit,Commute Club,,,Walking,,,,
R_eDtd9xTcmNhXJwF,Would like to know more about the Bike and clothing locker,10/14/13,Bike,,,,,,,,,,
R_3PnRvXUHMmjU5ox,If we get anther bus @600am would be better provider for our needs. To be on time for our 645am willbe the best .  for  providing bus to work .Thank you ...............,10/14/13,,Marguerite,,Commute Club,,,,Carpooling/Vanpooling,,,
R_bIOeKiAXb5lV38h,"I think the online ordering on the P&T website for the parking permits is a great idea, it saves a lots of time and energy. Thanks !",10/14/13,,,,,,,,,P&TS website and/or online ordering system,,
R_3UApByYZCPPkRKd,"more shuttles to/from oak creek for student residents would be nice, so I hear...",10/14/13,,Marguerite,,,,,,,,,
R_dj038OZWQq69RmR,I would like to see the Clean Air Cash program offer to all of the off campus locations i.e. Menlo Park.  Everyone who use alternative transportation should be encouraged and not excluded from the Commuter Club's Clean Air Cash program.  I have used Caltrain to communte for 11+ years and my work location moved to Menlo Park in 2013.  Thank you for asking! ,10/14/13,,,,Commute Club,,,,,,,
R_2mCkGfqlhqwr7il,"FYI, I do a mix of driving and riding to work. I drive on the days that a) it is raining, b) I plan to leave campus after dark, and c) I need to dress up for an event. Otherwise, I try to ride whenever possible. ",10/14/13,,,,,,,,,,,
R_2npvhGQ357jgaPz,Make the commute club easier to access for folks with constantly changing mode of transportation. Having automatic deduction when entering parking zones would be super. ,10/14/13,,,,,Parking,,,,,,
R_1FCRtSIFIfWgtZX,Would love to have a monthly Caltrain parking pass provided.  There was recently an increase in parking fees and it increases the cost of the commute.,10/14/13,,,Other transit,,,,,,,,
R_cNfZSBkMbJ0C353,PLease provide better signage for Carpool slots.  Often carpool slots are taken by non carpoolers due to poor signage. / More C carpool slots in PS5.  Many A slots in PS5 are not used. PLease consider releasing them as carpool slots OR make them C spots.,10/14/13,,,,,,,,Carpooling/Vanpooling,,,
R_9zBirEVEEc1hVpX,"all great ideas.  As a physician on call my hours are pretty irregular and just can't rely on others to get me there urgently, which is often needed.  I do drive a hybrid though and have since 2004!  I work off campus and come and go at SUH.  If there were electric bikes in PA and close at hand, I would love to hop on one to come to the ER to see a patient when needed. Years ago I would ride the bike over but it was not timely enough to arrive for emergency issues at SUH ER.  ",10/14/13,Bike,,,,,,,,,,
R_8BbkKMLmVeX60hn,I don't use any of these programs.  I have signed up for Capri points.,10/14/13,,,,Commute Club,,,,,,,
R_3sCQDyuWyzI67L7,"It would be helpful if the Ubus ran later in the evening.  It also would help if the bus had other departure points in the East bay....like Hayward, Castro Valley, Oakland.",10/14/13,,,Other transit,,,,,,,,
R_1NErKJrKNLGkPFr,Seems ridiculous postdocs don't get a transit pass,10/14/13,,,Other transit,,,,,,,,
R_3emWle6eBLBTP1P,"My coworkers talk about concerns that P&TS has lost their acumen in distributing A and C parking spaces. People see the way spaces are distributed and believe P&TS is either incompetent or trying to force people to buy A permits to augment their department budget. I often drive past dozens of empty A parking spaces to find one or no C spots. This happens at PS6, PS7 and PS2 - to name a few. In years past, P&TS seemed to always get it right. No more. /  / The new low floor buses are great. The BYD and Gillig coaches are nice. ",10/14/13,,Marguerite,Other transit,,Parking,,,,,,
R_aVJDDLbYrgNMIOp,In the past free CalTrain pass was available to everyone - now it's no longer given to campus residents - too bad!,10/14/13,,,,,,,,,,,Other
R_bJEWLRlCKzINH4V,Capri wasn't listed there.,10/14/13,,,Other transit,,,,,,,,
R_a9vAnFof7n4EZ7L,I think we could use some help reminding traffic circle users that they work best when you go to the right. Lots of left turners going against the flow near the Gates building circle. ,10/14/13,Bike,,,,,,,,,,
R_ezV7mIMKi0o8v89,"Eco and Go-passes are great, but not available for employees classified as ""not benefit elgible."" /  / Marguerite is convenient, but needs to improve on-time performance.",10/14/13,Bike,Marguerite,,,,,,,,,
R_eA2Jr7zv5jc1kUZ,"I purchase an ""A"" parking permit. I hate it when P&TS steals ""A"" parking spaces for special events, including meetings of the Stanford Board of Trustees. People who pay for permits and who work for the university should be given preference above the aforementioned guests who do not pay for permits. Let those people park in remote lots and provide shuttles for them.",10/14/13,,,,,Parking,,,,,,
R_e9WnxjYSl6Cdc6p,"I used to take the U (when I lived in Fremont) but stopped because the constant construction caused too many pick up location cancellations. Where I work used to have several pick up locations, but not any more- it became more of a headache to take alternative transportaion. Also- more and more breakdowns of busses was a turn off, and as the U became more popular, it got excessivly more crowded- and no alternatives were offered. ",10/14/13,Bike,,Other transit,,,,,,,,
R_9N7SuIfb91QrbFj,I don't know how to use the Free Bicycle Safety Repair Stands. /  / I also wonder if having Marguerite travel from the San Antonio Shopping Mall during commute hours would be useful.  I would certainly consider using it!  (The 22 Bus is just too slow.  It takes significantly longer than driving AND riding my bicycle!),10/14/13,Bike,Marguerite,,,,,,,,,
R_5u7TOtaUlOB27Vb,"In summary, VTA is the 'weak link.'  Last year, I gave up my parking pass and tried public transporation to work.  I returned to driving  becuase VTA was just too unrelieable (I could go on forever regarding the problems with VTA.)  Please note, my driving commute averages 20 minuntes each way.  To VTA/walk + Cal Tain+ Margaruite averaged 1.5 to 2 hours each way",10/14/13,,Marguerite,,,,,Walking,,,,Other
R_8BpX3Go57qyCikB,"For the past 9 years I took - and loved - the U shuttle (Fremont-Stanford). However due to current health issues, my doctor has ordered me not to take the shuttle during my treatment (immunities are low). I really don't like commuting via car and cannot wait to return to the U. ",10/14/13,,,,,,,,,,,Other
R_0ihpbdLG703PiYd,"There is a nice ardernwood bus at 5:15am, I wish there would be one around 5:45-6:00am (I start at 6:45am) so I wouldn't be too early at work. This way, I can sleep in a little more.",10/14/13,,,,,,,,,,,
R_0GKURJaEuLDZlE9,"More lighting and covered waiting stations needed especially during winter and day light savings time. /  / (your unsure the driver can see you, install a lighting poll to signal the driver someone is at the bus stop)  As",10/14/13,,Marguerite,,Commute Club,,,,,,Survey/s,
R_3XeygqZ5ozdKKFf,The ER gets off work at 0800 and 2000.  The margurette takes 30 min to wait for to take to the train station. many nurses in ED wont do it cause we dont want to wait that long after a 12 work day. / Parking in A structures is horrible. Staff that start at 1130 cannot park in A... Many nurses wont work these shifts r/t parking issues.,10/14/13,,Marguerite,,,Parking,,,,,,
R_4ZXT5OQxQdHhzQ9,"Again, need more available secure storage for bicycles( I used to use the secure cage in the old parking garage @ the hospital that was lost due to new hospital construction, that space has not yet been replaced.   ",10/14/13,Bike,,,,,,,,,,
R_24aAJCWXCFN7s4l,I definitely think you should advertise your bike programs more to departments more than just individuals. It would be great to have a loaner bike for our department's use around campus.,10/14/13,Bike,,,,,,,,,,
R_5j4gUL4XwfTKaTr,"Many advanced graduate students wish that Stanford provided Go Passes for Caltrain.  Even though Commute Club incentives are available, Caltrain is very expensive, especially when living on a PhD stipend.",10/14/13,,,,Commute Club,,,,,,,
R_0pH5sojNxVq3f3n,I learned about the Bike Safety and Discount Helmet programs from ads on the Margarite bus.,10/14/13,Bike,Marguerite,,,,,,,,,
R_1Sb6CHVHDAdUTY1,Please consider offering a free BART pass to staff and faculty.,10/14/13,,,Other transit,,,,,,,,
R_e5vbiZFdX8P7S4J,"Note that on days I teach I need to carry a heavy pack with a laptop, reading, papers, books, and I have to drive.  I have an SH sticker as I live on campus but I cannot park close enough due to the noon-2 restrictions so park where I can and then walk.  I am older, and it has been very hard on my back and ankles.  I walk every time I can, but can't when I teach and I hate this restriction on SH parking when I actually live on campus (but too far on days I teach and must pack a lot).",10/14/13,,,,,Parking,,Walking,,,,
R_9SJBVI1WxtKzI8J,I've requested ride matching before but have never been contacted about assistance.  I've given up and have driven alone for the last 11 years.  Good thing I get to commute in the quasi off hours. ,10/14/13,,,,,,,,,,,Other
R_3jI0speRzxV1n0N,The increase in Margarite service to Cal Train is very much appreciated.  Coordinating Margarite service with Cal Train arrivals and departures is very important and is speeding up my commute time.  Having a supervisor at the Cal Train station in the morning is very smart and helpful.,10/14/13,,Marguerite,Other transit,,,,,,,,
R_ebNTNwguqDCgkCN,"Even though I carpool regularly, I am not eligible for carpool credit because my spouse does not work on campus.  This does not seem fair.",10/14/13,,,,,,,,Carpooling/Vanpooling,,,
R_72LyR9cwCd823k1,"There are far too many A spots. I drive thorugh at least one empty floor of A spaces in the Knight parking garage both coming and going to get to the precious few C spots. If I don't find a C spot, I have to go out to the residences to find parking. Same thing hapens when I try to park in Structure 2. ",10/14/13,,,,,Parking,,,,,,
R_8vT6KNo6elVW2PP,If you consider offering a subsidy for electric bikes please consider including postdocs in the program.  Too many of your programs are not extended to postdocs.,10/14/13,,,,,,,,,,,Other
R_3Rd9rDb0hcTPNMV,"The number of bike and clothining lockers need to be greatly increased, and there needs to be an easier way to sign up for these.",10/14/13,Bike,,,,,,,,,,
R_9NsiPuFvSXp4sQt,"From what I understand, qualifying as carpool commuter is too restrictive. I would have been more motivated to look into it had my husband who is not a Stanford employee, but works nearby,  counted as someone I carpool with (e.g., he would take me to work half the time and I could take him the other half). ",10/14/13,,,,Commute Club,,,,Carpooling/Vanpooling,,,
R_afbZEX10eu7xB65,"I live in downtown Menlo Park. It takes 50 minutes to take public transportation or 40 minutes to walk. The nanny comes at 9am sharp and leaves at 6pm sharp.   The 20 minutes it takes  to drive saves me 1 hour of my working day.   Walking is preferable as it is shorter, but still means I need to leave sharply by 5:15.",10/14/13,,Marguerite,,,,,Walking,,,,
R_7U1EETl0hRdTMQB,Please have STOP SIGNS for cyclists at busy intersections!  Particularly the GATES to the Main Quad. Also the circle by the bell tower. both are EXTREMELY DANGEROUS for pedestrians. During reunions I regularly help older alumni who fear for their lives cross the street!,10/14/13,Bike,,,,,,Walking,,,,
R_eti0qbUtykKANdb,"Your question above, specifically regarding ""Bike and Clothing Lockers"" --- these are two different things.  I know about bike lockers, but I do not know anything about clothing lockers.",10/14/13,Bike,,,,,,,,,,
R_3pFXFjBZS6vb4Gx,Please see comments on previous page,10/14/13,,Marguerite,Other transit,,Parking,,,,,,
R_411Pnlb7ONegnQ1,"I have tried several times to take Marguirite back from caltrain, but I find the schedule baffling and the timing awkward and its easier to walk, even with my luggage (I live on campus at wilbur)",10/14/13,,Marguerite,,,,,,,,,
R_cumc4ZixjYfdHy5,The Realtime information of Marguerite buses has been not working for a long time. It should be fixed finally.,10/14/13,,Marguerite,,,,,,,,,
R_es8hwveKKYuNzOR,Please consider off campus locations like SLAC in your survey and programs,10/14/13,Bike,,,,,,,,,,
R_0lHdn2x1TAlDl09,Caltrain schedule in Santa Clara is terrible for my 7:30 - 4:00 commute? Either I arrive late in Palo Alto or nearly an hour early in Menlo Park without a shuttle to the med center? Can you give me other ideas?,10/14/13,,,Other transit,,,,,,,,
R_9LD8iXarOUR5XWl,Eco pass and go pass are great!,10/14/13,,,Other transit,,,,,,,,
R_8I056fIiSna4Ge9,"Biking gets more treacherous for folks over 60.  I don't like to ride in a huge herd or to be on a continual lookout for other bikers, pedestrians and cars.  ",10/14/13,,,,,,,,,,,
R_6JvYKORrgCzT6wB,There are not enough bike racks to park your bike at Stanford Hospital and Stanford Cancer Center areas!  Many times other bikes double park on the racks making it difficult to retrieve your bike.  Everyday I have to bike around to look for a rack space which has made me late for work.  One of my coworker parked her bike near the bike rack not locked as there was no space on the bike rack and got her bike stolen.  Please add more bike racks.,10/14/13,Bike,,,,,,,,,,
R_1S6I0YtI56iLDil,Alot of employees at Bohannan Drive in Menlo Park drive hybrid/electric cars it would be nice to have charging stations.  ,10/14/13,,,,,,,,,,,
R_8JpMEPgAfZ0hZf7,I appreciate all the help Stanford isproviding. It helps me a lot in reducing my stress in commuting. Thank you so much!!!,10/14/13,,Marguerite,,,,,,,,,
R_6ng01nHH8viE9U1,I have written to Park and Transportation for safer bike routes and have never heard back from this dept. ,10/14/13,Bike,,,,,,,,,,
R_byoWkbet5VPtusd,"I often provide one-way carpooling service to others, ie: rides home from Stanford when appropriate (work late and miss bus; inclement weather and only have bike; etc).  ",10/14/13,,,,,,,,Carpooling/Vanpooling,,,
R_3agJ8g94iFzFm6x,I work at El Camino Hospital in Mt View.  There is no easy way to get from the train station to the hospital.  ,10/14/13,,,,,,,,,,,Other
R_3HJN4sA87SYmn3f,"We were moved to Menlo Park, however the Marguerite is available primarily for the Packard employees at Bohannan.  When a dept. is moved off-site where the Marguerite runs infrequently and we are required to walk to and from CalTrain approx. 1 mile each way, there should be feasible commute options/availability to shuttles during work start and stop times.  Now we've started the rainy season and it's not fun to trek in the pouring rain and it's not fun to drive 2-3 times per week when we used to be part of commute club and have available transportation during peak times while on campus.",10/14/13,,Marguerite,Other transit,,,,Walking,,,,
R_cuW9CCj0zYmgo2V,Love the 5:15am Ardenwood Express.  / Thank You.,10/14/13,,Marguerite,,,,,,,,,
R_2r7YlgN4jHyZ1U9,"I suggest this every year and I'll suggest it again.  If you provided discounts or subsidies for BART, I would take BART to Caltrain much more often, if not entirely (BART is within walking distance from my house).  It costs $6.20 round trip per day for me to take BART to Millbrae, for a total monthly cost of $124.  My other public transit option is to drive to Millbrae to take Caltrain.  To do this, I have to pay $2 per day for parking for a total monthly cost of $40.  If you subsidized this parking fee, I might feel inclined to take Caltrain more often or entirely.  I think it's great that you have VTA passes for those that live south of Palo Alto but there are tons of us who live north of Palo Alto and would benefit from similar passes on BART and SamTrans!!",10/14/13,,,,,,,,,,,
R_4VkFRB8GbSni2ON,The marguerite is awesome. So are the free Caltrain passes. And the cash for not driving is terrific.,10/14/13,,Marguerite,Other transit,Commute Club,,,,,,,
R_4VCzskVyV6vHD6d,Great programs!,10/14/13,,,,,,,,,,,
R_9GpRK004fwPg5YF,This is not an option for relief employees. SO I HAVE TO PAY THE SAME AMOUNT AS A STUDENT WHO NEEDS TO BE THERE 5 DAYS A WEEK!!! RIDICULOUS!! BUT I WORK 2 DAYS A WEEK! GIVE US MORE THAN JUST SCRATCHERS. / ADD MORE CHARGERS!!!! I HAVE AN ALTERNATIVE FUEL WHITE STICKER THAT GETS ME INTO CARPOOL LANE BUT NO AVAIL CHARGERS AT WORK!! SO I COULD NOT GET HOME.  / ,10/14/13,,,,Commute Club,,,,,,,Other
R_dhyCfzejtTcJlDT,"I am not able to deviate from my current mode or commute, since I drop off a small child at a preschool on campus.  If my husband and I could have a more flexible work schedule, it would enable us to carpool.",10/14/13,,,,,,,,,,,
R_08MIWqm2Ef4GW57,Thank you for informing me of all the alternative programs and all are wonderfull...I have a lot of activities for church after work that I needed to go ..that's why I needed my car to get there right a way. I have tried using Caltrain and Margarite but the place where I live does not have public commute nearby.,10/14/13,,,,Commute Club,,,,,,,
